Band	HGNC symbol	Gene Start (bp)	Gene End (bp)	Chromosome Name
q11.2	SNURF	24954986	24977850	15
q11.2	SNORD107	24981994	24982068	15
q11.2	SNORD64	24985100	24985166	15
q11.2	SNORD108	24986925	24986995	15
q11.2	SNORD109A	25041974	25042040	15
q11.2	SNORD116-1	25051477	25051571	15
q11.2	SNORD116-2	25054210	25054304	15
q11.2	SNORD116-3	25056860	25056954	15
q11.2	SNORD116-4	25059538	25059633	15
q11.2	SNORD116-5	25062333	25062427	15
q11.2	SNORD116-6	25065026	25065121	15
q11.2	SNORD116-7	25067788	25067882	15
q11.2	SNORD116-8	25070432	25070526	15
q11.2	SNORD116-9	25073107	25073201	15
q11.2	SNORD116-10	25074114	25074215	15
q11.2	SNORD116-11	25075929	25076020	15
q11.2	SNORD116-12	25077051	25077142	15
q11.2	SNORD116-13	25079058	25079149	15
q11.2	SNORD116-14	25080142	25080233	15
q11.2	SNORD116-15	25081287	25081378	15
q11.2	SNORD116-16	25082768	25082859	15
q11.2	SNORD116-17	25083588	25083679	15
q11.2	SNORD116-18	25085385	25085476	15
q11.2	SNORD116-19	25086527	25086618	15
q11.2	SNORD116-20	25087662	25087753	15
q11.2	SNORD116-21	25088804	25088895	15
q11.2	SNORD116-22	25089923	25090014	15
q11.2	SNORD116-23	25091786	25091877	15
q11.2	SNORD116-24	25094037	25094128	15
q11.2	SNORD116-25	25097663	25097754	15
q11.2	SNORD116-26	25099499	25099594	15
q11.2	SNORD116-27	25101575	25101666	15
q11.2	SNORD116-28	25104642	25104732	15
q11.2	SNORD116-29	25106521	25106603	15
q11.2	SNORD115-1	25170723	25170804	15
q11.2	SNORD115-2	25172635	25172716	15
q11.2	SNORD115-3	25174927	25175008	15
q11.2	SNORD115-4	25176832	25176913	15
q11.2	SNORD115-5	25178738	25178819	15
q11.2	SNORD115-6	25180497	25180578	15
q11.2	SNORD115-7	25182385	25182466	15
q11.2	SNORD115-8	25184306	25184387	15
q11.2	SNORD115-9	25185631	25185712	15
q11.2	SNORD115-10	25187536	25187616	15
q11.2	SNORD115-11	25189414	25189495	15
q11.2	SNORD115-12	25191416	25191497	15
q11.2	SNORD115-13	25193321	25193402	15
q11.2	SNORD115-14	25194921	25195001	15
q11.2	SNORD115-15	25197576	25197656	15
q11.2	SNORD115-16	25199448	25199529	15
q11.2	SNORD115-17	25201323	25201404	15
q11.2	SNORD115-18	25203227	25203308	15
q11.2	SNORD115-19	25204357	25204438	15
q11.2	SNORD115-20	25206262	25206343	15
q11.2	SNORD115-21	25208083	25208163	15
q11.2	SNORD115-22	25209918	25209999	15
q11.2	SNORD115-23	25211796	25211877	15
q11.2	SNORD115-24	25213648	25213729	15
q11.2	SNORD115-25	25215541	25215622	15
q11.2	SNORD115-26	25218617	25218698	15
q11.2	SNORD115-27	25220497	25220578	15
q11.2	SNORD115-28	25222348	25222428	15
q11.2	SNORD115-29	25223246	25223327	15
q11.2	SNORD115-30	25225203	25225284	15
q11.2	SNORD115-31	25227109	25227190	15
q11.2	SNORD115-32	25228967	25229048	15
q11.2	SNORD115-33	25230838	25230919	15
q11.2	SNORD115-34	25232387	25232468	15
q11.2	SNORD115-35	25234247	25234328	15
q11.2	SNORD115-36	25236085	25236166	15
q11.2	SNORD115-37	25237986	25238067	15
q11.2	SNORD115-38	25239838	25239919	15
q11.2	SNORD115-39	25241746	25241827	15
q11.2	SNORD115-40	25243614	25243695	15
q11.2	SNORD115-41	25245478	25245559	15
q11.2	SNORD115-42	25247345	25247426	15
q11.2	SNORD115-43	25249198	25249279	15
q11.2	SNORD115-44	25250859	25250940	15
q11.2	SNORD115-45	25264510	25264590	15
q11.2	SNORD115-47	25268466	25268551	15
q11.2	SNORD115-48	25269783	25269858	15
q11.2	SNORD109B	25278343	25278409	15
q11.2	UBE3A	25333728	25439056	15
q12	ATP10A	25677273	25865172	15
q12	MIR4715	25848747	25848825	15
q12	GABRB3	26543546	26939539	15
q12	GABRA5	26866363	26949207	15
q12	GABRG3	26971282	27541991	15
q13.1	OCA2	27754875	28099358	15
q13.1	HERC2	28111040	28322152	15
q13.1	GOLGA8F	28378621	28392018	15
q13.1	MIR4509-2	28426491	28426584	15
q13.1	MIR4509-3	28490752	28490845	15
q13.1	GOLGA8G	28519611	28533014	15
q13.1	HERC2P9	28589492	28685264	15
q13.1	WHAMMP2	28737583	28759204	15
q13.1	APBA2	28884483	29118315	15
q13.1	FAM189A1	29120254	29570723	15
q13.1	TJP1	29699367	29968865	15
q13.2	ULK4P3	30103720	30131757	15
q13.2	CHRFAM7A	30357766	30393849	15
q13.2	ULK4P2	30572738	30600647	15
q13.2	ARHGAP11B	30624494	30772993	15
q13.3	FAN1	30903852	30943108	15
q13.3	MTMR10	30938941	30991607	15
q13.3	TRPM1	31001061	31161273	15
q13.3	MIR211	31065032	31065141	15
q13.3	KLF13	31326855	31435665	15
q13.3	OTUD7A	31475398	31870789	15
q13.3	CHRNA7	31923438	32173018	15
q13.3	ULK4P1	32406597	32434992	15
q13.3	ARHGAP11A	32615144	32639949	15
q13.3	SCG5	32641676	32697098	15
q13.3	GREM1	32717974	32745107	15
q13.3	FMN1	32765545	33194733	15
q13.3	TMCO5B	33235552	33247621	15
q13.3	RYR3	33310945	33866121	15
q14	AVEN	33866227	34039176	15
q14	CHRM5	33968720	34067457	15
q14	PGBD4	34102073	34108684	15
q14	SLC12A6	34229996	34338060	15
q14	NOP10	34341713	34343177	15
q14	LPCAT4	34358618	34367278	15
q14	GOLGA8A	34379068	34437466	15
q14	MIR1233-1	34382069	34382150	15
q14	GOLGA8B	34525207	34588503	15
q14	MIR1233-2	34528290	34528371	15
q14	GJD2	34751032	34754965	15
q14	ACTC1	34788096	34796139	15
q14	AQR	34851782	34969839	15
q14	ZNF770	34978341	34988287	15
q14	ANP32AP1	35181799	35238197	15
q14	MIR3942	35372256	35372364	15
q14	MIR4510	35926856	35926923	15
q14	C15orf41	36579611	36810248	15
q14	CSNK1A1P1	36798596	36818459	15
q14	MEIS2	36889204	37101299	15
q14	TMCO5A	37921939	37967724	15
q14	SPRED1	38252326	38357249	15
q14	FAM98B	38454127	38487710	15
q14	RASGRP1	38488103	38565575	15
q14	C15orf53	38696598	38700038	15
q14	C15orf54	39250684	39254845	15
q14	THBS1	39581079	39599466	15
q14	FSIP1	39600031	39782830	15
q15.1	GPR176	39799032	39920892	15
q15.1	EIF2AK4	39934146	40035591	15
q15.1	SRP14	40035739	40039188	15
q15.1	BMF	40087890	40108892	15
q15.1	BUB1B	40161023	40221136	15
q15.1	PAK6	40238759	40277487	15
q15.1	C15orf56	40250664	40252969	15
q15.1	PLCB2	40278176	40307935	15
q15.1	ANKRD63	40281444	40282586	15
q15.1	C15orf52	40331452	40340967	15
q15.1	PHGR1	40351033	40356434	15
q15.1	DISP2	40358235	40378639	15
q15.1	IVD	40405795	40435947	15
q15.1	BAHD1	40439721	40468242	15
q15.1	CHST14	40470998	40474571	15
q15.1	C15orf57	40528683	40565057	15
q15.1	RPUSD2	40569300	40574943	15
q15.1	CASC5	40594020	40664342	15
q15.1	RAD51	40694774	40732339	15
q15.1	GCHFR	40764020	40767710	15
q15.1	DNAJC17	40765155	40807478	15
q15.1	C15orf62	40770080	40772449	15
q15.1	ZFYVE19	40807086	40815084	15
q15.1	PPP1R14D	40815445	40828709	15
q15.1	SPINT1	40844018	40858207	15
q15.1	RHOV	40872214	40874289	15
q15.1	VPS18	40894430	40903975	15
q15.1	DLL4	40929340	40939072	15
q15.1	CHAC1	40952962	40956519	15
q15.1	INO80	40978880	41116354	15
q15.1	EXD1	41182725	41230743	15
q15.1	OIP5-AS1	41283990	41309737	15
q15.1	OIP5	41309268	41332621	15
q15.1	NUSAP1	41332694	41381050	15
q15.1	NDUFAF1	41387349	41402519	15
q15.1	RTF1	41408408	41483563	15
q15.1	ITPKA	41493393	41503551	15
q15.1	LTK	41503638	41513887	15
q15.1	RPAP1	41517176	41544269	15
q15.1	TYRO3	41557675	41583586	15
q15.1	MGA	41621224	41773081	15
q15.1	MIR626	41691585	41691678	15
q15.1	MAPKBP1	41774434	41827855	15
q15.1	JMJD7	41828085	41837581	15
q15.1	JMJD7-PLA2G4B	41828095	41848155	15
q15.1	PLA2G4B	41837775	41848147	15
q15.1	SPTBN5	41848144	41894077	15
q15.1	MIR4310	41866495	41866551	15
q15.1	EHD4	41895939	41972578	15
q15.1	PLA2G4E	41981582	42051190	15
q15.1	PLA2G4D	42067009	42094554	15
q15.1	PLA2G4F	42139034	42156636	15
q15.1	VPS39	42158701	42208316	15
q15.1	MIR627	42199570	42199666	15
q15.1	TMEM87A	42210452	42273663	15
q15.1	GANC	42273233	42356935	15
q15.1	CAPN3	42359500	42412318	15
q15.1	SNAP23	42491233	42545356	15
q15.2	LRRC57	42537820	42548802	15
q15.2	HAUS2	42548810	42569994	15
q15.2	STARD9	42575659	42720981	15
q15.2	CDAN1	42723559	42737126	15
q15.2	TTBK2	42738734	42920809	15
q15.2	UBR1	42942897	43106113	15
q15.2	EPB42	43106225	43221283	15
q15.2	TMEM62	43123279	43185146	15
q15.2	CCNDBP1	43185118	43197176	15
q15.2	TGM5	43232595	43266857	15
q15.3	TGM7	43276280	43302255	15
q15.3	LCMT2	43323649	43330605	15
q15.3	ADAL	43330674	43354555	15
q15.3	ZSCAN29	43358172	43371025	15
q15.3	TUBGCP4	43369221	43409771	15
q15.3	TP53BP1	43403061	43510728	15
q15.3	MAP1A	43510958	43531620	15
q15.3	PPIP5K1	43533462	43590253	15
q15.3	CKMT1B	43593054	43604901	15
q15.3	STRC	43599398	43618800	15
q15.3	CATSPER2	43628503	43668118	15
q15.3	CKMT1A	43692886	43699222	15
q15.3	CATSPER2P1	43726918	43747094	15
q15.3	PDIA3	43746392	43773279	15
q15.3	ELL3	43772600	43777543	15
q15.3	SERF2	43777087	43802589	15
q15.3	MIR1282	43793659	43793759	15
q15.3	SERINC4	43794162	43800221	15
q15.3	MFAP1	43804492	43824802	15
q15.3	WDR76	43826963	43868419	15
q15.3	FRMD5	43870761	44195252	15
q15.3	CASC4	44288729	44415758	15
q15.3	CTDSPL2	44427234	44529038	15
q21.1	EIF3J	44537057	44563029	15
q21.1	SPG11	44562696	44663678	15
q21.1	PATL2	44665732	44711316	15
q21.1	B2M	44711477	44718877	15
q21.1	TRIM69	44728988	44767829	15
q21.1	SORD	45023104	45077185	15
q21.1	DUOX2	45092650	45114344	15
q21.1	DUOXA2	45114321	45118421	15
q21.1	DUOXA1	45117367	45129938	15
q21.1	DUOX1	45129933	45165576	15
q21.1	SHF	45167214	45201175	15
q21.1	SLC28A2	45252230	45277845	15
q21.1	GATM	45361124	45402327	15
q21.1	SPATA5L1	45402331	45421419	15
q21.1	C15orf48	45430529	45448761	15
q21.1	SLC30A4	45479611	45522807	15
q21.1	HMGN2P46	45511136	45586290	15
q21.1	SQRDL	45631148	45691294	15
q21.1	SEMA6D	47184101	47774223	15
q21.1	SLC24A5	48120972	48142672	15
q21.1	MYEF2	48134631	48178517	15
q21.1	CTXN2	48191539	48203756	15
q21.1	SLC12A1	48191664	48304078	15
q21.1	DUT	48331011	48343373	15
q21.1	FBN1	48408306	48645849	15
q21.1	CEP152	48712928	48811146	15
q21.1	SHC4	48823735	48963444	15
q21.1	EID1	48877886	48880183	15
q21.1	SECISBP2L	48988476	49046563	15
q21.1	COPS2	49106068	49155661	15
q21.1	GALK2	49155656	49367869	15
q21.1	MIR4716	49169070	49169153	15
q21.2	FGF7	49423096	49488775	15
q21.2	DTWD1	49620980	49656232	15
q21.2	ATP8B4	49858238	50182817	15
q21.2	SLC27A2	50182196	50236395	15
q21.2	HDC	50241947	50266026	15
q21.2	GABPB1	50275392	50355408	15
q21.2	USP8	50424380	50514419	15
q21.2	USP50	50500562	50546708	15
q21.2	TRPM7	50552473	50686815	15
q21.2	SPPL2A	50702266	50765808	15
q21.2	AP4E1	50908672	51005900	15
q21.2	TNFAIP8L3	51056598	51105276	15
q21.2	CYP19A1	51208057	51338610	15
q21.2	MIR4713	51242190	51242264	15
q21.2	GLDN	51341629	51408013	15
q21.2	DMXL2	51447711	51622833	15
q21.2	SCG3	51681353	51721031	15
q21.2	LYSMD2	51723011	51751585	15
q21.2	TMOD2	51751561	51816368	15
q21.2	TMOD3	51829628	51947295	15
q21.2	LEO1	51938025	51971806	15
q21.2	MAPK6	51952106	52067372	15
q21.2	BCL2L10	52109263	52112775	15
q21.2	GNB5	52115105	52191369	15
q21.2	MYO5C	52192322	52295798	15
q21.2	MIR1266	52277117	52277200	15
q21.2	MYO5A	52307283	52529050	15
q21.2	ARPP19	52547045	52569883	15
q21.3	FAM214A	52581317	52709817	15
q21.3	ONECUT1	52756989	52791078	15
q21.3	WDR72	53513741	53762878	15
q21.3	UNC13C	54012904	54633414	15
q21.3	RSL24D1	55180806	55197067	15
q21.3	RAB27A	55202966	55319113	15
q21.3	PIGB	55318960	55355648	15
q21.3	CCPG1	55340032	55408510	15
q21.3	DYX1C1-CCPG1	55355248	55498360	15
q21.3	DYX1C1	55410525	55508234	15
q21.3	PYGO1	55538890	55588947	15
q21.3	PRTG	55611546	55743090	15
q21.3	NEDD4	55826922	55993746	15
q21.3	RFX7	56087280	56243266	15
q21.3	TEX9	56244009	56445997	15
q21.3	MNS1	56421544	56465137	15
q21.3	ZNF280D	56630181	56918571	15
q21.3	TCF12	56918623	57299281	15
q21.3	CGNL1	57375967	57550727	15
q21.3	GCOM1	57591908	57714745	15
q21.3	MYZAP	57591941	57685364	15
q21.3	POLR2M	57706629	57782762	15
q21.3	ALDH1A2	57953424	58497866	15
q21.3	AQP9	58138169	58185911	15
q21.3	LIPC	58410569	58569843	15
q21.3	ADAM10	58588807	58749978	15
q21.3	HSP90AB4P	58691106	58693125	15
q21.3	FAM63B	58771192	58861900	15
q22.1	RNF111	58865175	59097419	15
q22.1	SLTM	58879045	58933653	15
q22.2	CCNB2	59105078	59125045	15
q22.2	MYO1E	59132434	59372900	15
q22.2	MIR2116	59171183	59171262	15
q22.2	LDHAL6B	59206823	59208515	15
q22.2	FAM81A	59372693	59523549	15
q22.2	GCNT3	59594875	59640239	15
q22.2	GTF2A2	59638062	59657541	15
q22.2	BNIP2	59659146	59689534	15
q22.2	FOXB1	60004222	60061730	15
q22.2	ANXA2	60347134	60402883	15
q22.2	RORA	60488284	61229319	15
q22.2	VPS13C	61852389	62060473	15
q22.2	C2CD4A	62066977	62070917	15
q22.2	C2CD4B	62163535	62165283	15
q22.2	TLN2	62390526	62844631	15
q22.2	MIR190A	62823957	62824041	15
q22.2	TPM1	63042632	63071915	15
q22.2	LACTB	63121800	63142061	15
q22.2	RPS27L	63125872	63158021	15
q22.2	RAB8B	63189469	63267782	15
q22.2	APH1B	63276018	63309126	15
q22.2	CA12	63321378	63382161	15
q22.31	USP3	63504511	63594640	15
q22.31	FBXL22	63597353	63602428	15
q22.31	HERC1	63608618	63833942	15
q22.31	DAPK2	63907036	64072033	15
q22.31	FAM96A	64072559	64094018	15
q22.31	SNX1	64094123	64146090	15
q22.31	SNX22	64151715	64157481	15
q22.31	PPIB	64155812	64163205	15
q22.31	CSNK1G1	64165517	64356259	15
q22.31	KIAA0101	64364311	64387687	15
q22.31	TRIP4	64387748	64455303	15
q22.31	ZNF609	64460742	64686068	15
q22.31	OAZ2	64687573	64703281	15
q22.31	RBPMS2	64739892	64775587	15
q22.31	MIR1272	64762387	64762515	15
q22.31	PIF1	64815632	64825668	15
q22.31	PLEKHO2	64841883	64868007	15
q22.31	ANKDD1A	64911902	64958700	15
q22.31	SPG21	64963021	64990310	15
q22.31	MTFMT	65001512	65029639	15
q22.31	RASL12	65053337	65076690	15
q22.31	KBTBD13	65076816	65078192	15
q22.31	UBAP1L	65092770	65115197	15
q22.31	PDCD7	65117379	65133836	15
q22.31	CLPX	65148219	65185342	15
q22.31	CILP	65194758	65211488	15
q22.31	PARP16	65234460	65300618	15
q22.31	IGDCC3	65327127	65378040	15
q22.31	IGDCC4	65381464	65423072	15
q22.31	DPP8	65442463	65517704	15
q22.31	SLC24A1	65611366	65660995	15
q22.31	DENND4A	65658046	65792293	15
q22.31	MIR4511	65719246	65719332	15
q22.31	RAB11A	65726054	65891991	15
q22.31	MEGF11	65895079	66253747	15
q22.31	MIR4311	66040233	66040332	15
q22.31	DIS3L	66293217	66333898	15
q22.31	TIPIN	66336206	66386746	15
q22.31	SCARNA14	66347207	66347342	15
q22.31	MAP2K1	66386817	66492312	15
q22.31	SNAPC5	66490135	66497813	15
q22.31	RPL4	66498015	66524532	15
q22.31	SNORD18C	66501250	66501318	15
q22.31	SNORD18B	66502020	66502091	15
q22.31	SNORD16	66502812	66502910	15
q22.31	SNORD18A	66503243	66503314	15
q22.31	ZWILCH	66504959	66550128	15
q22.31	LCTL	66547179	66565979	15
q22.31	SMAD6	66702228	66782848	15
q22.33	SMAD3	67063763	67195195	15
q23	AAGAB	67201033	67255195	15
q23	IQCH	67254800	67502260	15
q23	C15orf61	67521068	67530143	15
q23	MAP2K5	67542709	67807123	15
q23	SKOR1	67819704	67834561	15
q23	PIAS1	68054179	68198603	15
q23	CALML4	68190705	68206110	15
q23	CLN6	68206992	68257211	15
q23	FEM1B	68277803	68295865	15
q23	ITGA11	68296533	68432162	15
q23	CORO2B	68578969	68727806	15
q23	ANP32A	68778535	68820897	15
q23	MIR4312	68801850	68801925	15
q23	SPESP1	68818221	68946811	15
q23	NOX5	68930525	69062743	15
q23	GLCE	69160584	69272217	15
q23	PAQR5	69298947	69407780	15
q23	KIF23	69414246	69448427	15
q23	RPLP1	69452784	69456194	15
q23	TLE3	70047790	70098176	15
q23	MIR629	70079372	70079468	15
q23	UACA	70654554	70763593	15
q23	LARP6	70829130	70854159	15
q23	LRRC49	70853239	71053657	15
q23	THAP10	70881342	70892785	15
q23	THSD4	71096952	71783383	15
q23	CT62	71110244	71115494	15
q23	NR2E3	71792638	71818259	15
q23	MYO9A	71822289	72118577	15
q23	SENP8	72114258	72143688	15
q23	GRAMD2	72159807	72197785	15
q23	PARP6	72241181	72272999	15
q23	CELF6	72284727	72320129	15
q23	HEXA	72340919	72376476	15
q23	TMEM202	72398273	72408029	15
q24.1	ARIH1	72474326	72602985	15
q24.1	GOLGA6B	72654738	72666394	15
q24.1	HIGD2B	72675783	72686149	15
q24.1	BBS4	72686179	72738476	15
q24.1	ADPGK	72751369	72785846	15
q24.1	NEO1	73051710	73305206	15
q24.1	HCN4	73319859	73369264	15
q24.1	NPTN	73560014	73634134	15
q24.1	CD276	73683966	73714518	15
q24.1	C15orf59	73735431	73752747	15
q24.1	TBC1D21	73873608	73889214	15
q24.1	LOXL1	73925989	73952137	15
q24.1	STOML1	73978923	73994622	15
q24.1	PML	73994673	74047812	15
q24.1	GOLGA6A	74069857	74082550	15
q24.1	ISLR2	74100311	74138540	15
q24.1	ISLR	74173671	74176872	15
q24.1	STRA6	74179466	74212267	15
q24.1	CCDC33	74202705	74336472	15
q24.1	CYP11A1	74337759	74367740	15
q24.1	SEMA7A	74409289	74434467	15
q24.1	UBL7	74445977	74461182	15
q24.1	ARID3B	74541177	74598131	15
q24.1	CLK3	74598500	74645414	15
q24.1	EDC3	74630558	74696292	15
q24.1	CYP1A1	74719542	74725610	15
q24.1	CYP1A2	74748844	74756202	15
q24.1	CSK	74782057	74803198	15
q24.1	MIR4513	74788672	74788757	15
q24.1	LMAN1L	74812716	74825758	15
q24.1	CPLX3	74826547	74831802	15
q24.1	ULK3	74836116	74843346	15
q24.1	SCAMP2	74843730	74873365	15
q24.1	MPI	74890005	74902219	15
q24.2	COX5A	74919791	74938168	15
q24.2	RPP25	74954416	74957464	15
q24.2	SCAMP5	74957219	75021496	15
q24.2	PPCDC	75023555	75117462	15
q24.2	C15orf39	75195643	75212169	15
q24.2	GOLGA6D	75258558	75295530	15
q24.2	GOLGA6C	75258599	75270199	15
q24.2	COMMD4	75335891	75343224	15
q24.2	NEIL1	75346955	75357114	15
q24.2	MAN2C1	75353611	75368630	15
q24.2	SIN3A	75369379	75455842	15
q24.2	PTPN9	75463251	75579289	15
q24.2	SNUPN	75598083	75626469	15
q24.2	IMP3	75639085	75648706	15
q24.2	SNX33	75647906	75662301	15
q24.2	CSPG4	75674322	75712848	15
q24.2	ODF3L1	75723977	75727688	15
q24.2	DNM1P35	75727670	75738623	15
q24.2	MIR4313	75759501	75762405	15
q24.2	UBE2Q2	75843285	75901078	15
q24.2	FBXO22	75903859	75942510	15
q24.2	NRG4	75935969	76059795	15
q24.3	ETFA	76215355	76311472	15
q24.2	TYRO3P	76258986	76261690	15
q24.3	ISL2	76336724	76342476	15
q24.3	SCAPER	76347904	76905444	15
q24.3	RCN2	76931619	76954392	15
q24.3	PSTPIP1	76993359	77037332	15
q24.3	TSPAN3	77041404	77083984	15
q24.3	PEAK1	77100656	77420144	15
q24.3	HMG20A	77420412	77485607	15
q24.3	LINGO1	77613027	77820900	15
q25.1	TBC1D2B	77984036	78077724	15
q25.1	SH2D7	78077808	78104909	15
q25.1	CIB2	78104606	78131544	15
q25.1	IDH3A	78131498	78171949	15
q25.1	ACSBG1	78167468	78245688	15
q25.1	DNAJA4	78264086	78282196	15
q25.1	WDR61	78277835	78299794	15
q25.1	CRABP1	78340324	78348230	15
q25.1	IREB2	78437431	78501456	15
q25.1	PSMA4	78540405	78552419	15
q25.1	CHRNA5	78565520	78595269	15
q25.1	CHRNA3	78593052	78621295	15
q25.1	CHRNB4	78624119	78727754	15
q25.1	ADAMTS7	78759203	78811431	15
q25.1	MORF4L1	78810487	78898133	15
q25.1	CTSH	78921058	78949574	15
q25.1	RASGRF1	78959947	79090773	15
q25.1	MIR184	79209788	79209871	15
q25.1	ANKRD34C	79293285	79298235	15
q25.1	TMED3	79311062	79427432	15
q25.1	KIAA1024	79432516	79472290	15
q25.1	MTHFS	79833585	79897379	15
q25.1	ST20-MTHFS	79845150	79923754	15
q25.1	ST20	79898840	79923702	15
q25.1	BCL2A1	79960889	79971446	15
q25.1	ZFAND6	80059568	80138393	15
q25.1	FAH	80152490	80186946	15
q25.1	ARNT2	80404350	80597937	15
q25.1	MESDC2	80946289	80989878	15
q25.1	MIR4514	80997417	80997473	15
q25.1	MESDC1	81000944	81005788	15
q25.1	IL16	81159575	81314058	15
q25.1	STARD5	81309053	81324183	15
q25.1	TMC3	81331217	81374213	15
q25.2	MEX3B	82041778	82046141	15
q25.2	GOLGA6L10	82339998	82349475	15
q25.2	UBE2Q2P2	82355142	82420075	15
q25.2	GOLGA6L9	82430018	82439153	15
q25.2	RPS17	82536753	82540564	15
q25.2	CPEB1	82543201	82648861	15
q25.2	AP3B2	82659281	82709914	15
q25.2	SCARNA15	82752884	82757208	15
q25.2	FSD2	82755362	82806070	15
q25.2	WHAMM	82809628	82836108	15
q25.2	HOMER2	82836946	82986153	15
q25.2	FAM103A1	82986207	82991057	15
q25.2	C15orf40	82988441	83011641	15
q25.2	BTBD1	83016422	83067354	15
q25.2	MIR4515	83067335	83067415	15
q25.2	TM6SF1	83107407	83144854	15
q25.2	BNC1	83255903	83284714	15
q25.2	SH3GL3	83447228	83618743	15
q25.2	ADAMTSL3	83654086	84039842	15
q25.2	DNM1P41	84166547	84169896	15
q25.2	UBE2Q2P1	84526781	84571216	15
q25.2	ZSCAN2	84600986	84627796	15
q25.2	WDR73	84639281	84654343	15
q25.2	NMB	84655129	84658563	15
q25.3	SEC11A	84669538	84716716	15
q25.3	ZNF592	84748635	84806432	15
q25.3	ALPK3	84816680	84873482	15
q25.3	SLC28A1	84884654	84945796	15
q25.3	PDE8A	84980440	85139145	15
q25.3	AKAP13	85380571	85749358	15
q25.3	KLHL25	85759323	85795030	15
q25.3	MIR1276	85770496	85770578	15
q25.3	AGBL1	86143722	87028840	15
q25.3	LINC00052	87576929	87579866	15
q25.3	NTRK3	87859751	88256768	15
q25.3	MRPL46	88459476	88467419	15
q25.3	MRPS11	88467453	88480773	15
q26.1	DET1	88494440	88546675	15
q26.1	MIR1179	88608107	88608197	15
q26.1	MIR7-2	88611825	88611934	15
q26.1	MIR3529	88611847	88611924	15
q26.1	AEN	88621296	88632282	15
q26.1	ISG20	88636153	88656483	15
q26.1	ACAN	88803443	88875354	15
q26.1	HAPLN3	88877288	88895626	15
q26.1	MFGE8	88898683	88913411	15
q26.1	ABHD2	89087459	89202360	15
q26.1	RLBP1	89209869	89221751	15
q26.1	FANCI	89243949	89317261	15
q26.1	POLG	89305198	89334861	15
q26.1	RHCG	89471398	89496613	15
q26.1	KIF7	89608789	89655451	15
q26.1	PLIN1	89664365	89679427	15
q26.1	PEX11A	89677764	89690783	15
q26.1	WDR93	89690797	89743638	15
q26.1	MESP1	89748661	89751310	15
q26.1	MESP2	89760591	89778754	15
q26.1	ANPEP	89784889	89815401	15
q26.1	AP3S2	89830599	89894638	15
q26.1	C15orf38-AP3S2	89834308	89912882	15
q26.1	ZNF710	90001392	90082206	15
q26.1	IDH2	90083045	90102504	15
q26.1	SEMA4B	90160604	90229679	15
q26.1	CIB1	90229975	90234047	15
q26.1	NGRN	90265659	90278141	15
q26.1	GABARAPL3	90348844	90349197	15
q26.1	ZNF774	90352245	90369146	15
q26.1	IQGAP1	90388218	90502243	15
q26.1	CRTC3	90529925	90645345	15
q26.1	BLM	90717327	90816165	15
q26.1	FURIN	90868592	90883458	15
q26.1	FES	90883695	90895776	15
q26.1	MAN2A2	90902218	90922584	15
q26.1	HDDC3	90929964	90932569	15
q26.1	UNC45A	90930180	90954093	15
q26.1	RCCD1	90954870	90963125	15
q26.1	PRC1	90966038	90995629	15
q26.1	VPS33B	90998416	91022603	15
q26.1	SV2B	91099950	91301309	15
q26.1	SLCO3A1	91853695	92172435	15
q26.1	ST8SIA2	92393828	92468728	15
q26.1	C15orf32	92471654	92501117	15
q26.1	FAM174B	92617443	92809884	15
q26.1	ASB9P1	92795647	92796439	15
q26.1	CHD2	92900189	93028005	15
q26.1	RGMA	93035273	93089204	15
q26.2	MCTP2	94231538	94483952	15
q26.2	NR2F2	96325938	96340263	15
q26.2	SPATA8	96783389	96785615	15
q26.2	ARRDC4	97960698	97973838	15
q26.3	FAM169B	98439631	98485897	15
q26.3	IGF1R	98648971	98964530	15
q26.3	MIR4714	98784426	98784502	15
q26.3	PGPEP1L	98968230	99007795	15
q26.3	SYNM	99098217	99135593	15
q26.3	TTC23	99136323	99251223	15
q26.3	LRRC28	99251362	99390729	15
q26.3	MEF2A	99565417	99716466	15
q26.3	LYSMD4	99715697	99733561	15
q26.3	DNM1P46	99790156	99806927	15
q26.3	ADAMTS17	99971589	100342005	15
q26.3	CERS3	100400395	100544995	15
q26.3	ASB7	100602534	100651705	15
q26.3	ALDH1A3	100877714	100916626	15
q26.3	LRRK1	100919215	101078254	15
q26.3	CHSY1	101175723	101251932	15
q26.3	SNRPA1	101281510	101295282	15
q26.3	PCSK6	101297142	101525202	15
q26.3	TM2D3	101621444	101652391	15
q26.3	TARSL2	101653598	101724604	15
q26.3	OR4F6	101805699	101806686	15
q26.3	OR4F15	101805720	101819147	15
q26.3	OR4F4	101922042	101923095	15
q26.3	FAM138E	101954885	101956412	15
q26.3	WASH3P	101961603	101976543	15
q26.3	DDX11L9	101976558	101979093	15
p13.3	DDX11L10	11555	14090	16
p13.3	POLR3K	46407	53628	16
p13.3	SNRNP25	53010	57669	16
p13.3	RHBDF1	58059	76355	16
p13.3	MPG	77007	85853	16
p13.3	NPRL3	84271	138860	16
p13.3	HBZ	152687	154503	16
p13.3	HBM	153892	166768	16
p13.3	HBA2	172847	173710	16
p13.3	HBA1	176680	177522	16
p13.3	HBQ1	180453	181181	16
p13.3	LUC7L	188969	229463	16
p13.3	RGS11	268301	275980	16
p13.3	ARHGDIG	268727	283010	16
